"date_value","dispoType","Homicide: Shooting","Homicide: Other","Attempted Murder","Non-Fatal Shooting","Rape","Robbery with a Deadly Weapon","Robbery","Aggravated Assault","Strangulation","Simple Assault","Other Assaults","Sexual Assault and Other Sex Offenses","Arson","Carjacking","Other Violent Crimes","Burglary/Residential","Burglary/Commercial","Theft","Retail Theft","Theft from Auto","Auto Theft","Fraud","Trespass","Criminal Mischief","Other Property Crimes","Drug Sales with a Firearm","Drug Sales","Drug Possession","Drug Possession in Jails","Firearm Possession by a Prohibited Person","Firearm Possession without a License","Altered Firearm Serial Number","Other Firearm Offenses","Violation of Protection Order","DUI","Prostitution/Sex Work","Patronizing Prostitutes/Sex Workers","Promoting Prostitution","Victim/Witness Intimidation & Retaliation","Threats of Violence","Ethnic Intimidation","Disorderly Conduct","Uncategorized Offenses"
2014-01-06,"Not Guilty/Acquittal",0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06,"Total",0,3,5,2,1,6,3,21,0,10,1,0,0,0,6,8,1,8,7,0,7,2,1,5,0,1,16,21,1,5,1,0,0,1,10,4,0,0,1,4,0,1,9
2014-01-07,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,3,18,0,0,0,1,0,0,3,0,0,6,2,0,2,1,0,0,0,2,3,6,0,2,0,0,0,4,5,0,0,0,0,1,0,0,1
2014-01-07,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2014-01-07,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-07,"Guilty",0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1
2014-01-07,"Guilty Plea/Nolo",0,2,0,0,1,9,0,6,0,1,0,1,0,0,0,2,1,2,8,0,3,0,1,0,0,1,23,2,0,0,3,0,1,1,5,0,0,0,0,0,0,1,4
2014-01-07,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2014-01-07,"Total",0,3,0,0,1,9,3,24,0,3,0,2,0,0,3,2,1,12,13,0,6,1,1,0,0,3,32,23,0,2,3,0,1,5,14,0,2,0,0,1,0,1,7
2014-01-08,"Dismissed/Withdrawn/Etc",0,0,1,0,0,1,0,5,0,7,0,1,0,0,0,5,0,4,1,1,1,0,1,5,0,0,7,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
2014-01-08,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2014-01-08,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-08,"Guilty",0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7,13,0,1,0,0,0,1,5,1,0,0,0,1,0,0,2
2014-01-08,"Guilty Plea/Nolo",0,2,1,0,0,0,0,2,0,2,0,0,0,0,0,1,1,4,4,0,0,1,0,1,0,0,26,3,1,1,1,0,0,0,13,1,0,0,0,0,0,0,4
2014-01-08,"Not Guilty/Acquittal",0,0,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-08,"Total",0,2,2,4,0,1,1,12,0,10,1,1,0,0,1,7,1,10,7,1,1,3,1,6,0,0,43,43,1,3,2,0,0,1,27,2,2,0,0,2,0,0,9
2014-01-09,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,5,20,0,11,0,0,0,0,6,3,1,0,7,1,3,1,1,2,0,0,5,8,1,0,0,0,0,9,3,0,0,0,0,3,1,0,6
2014-01-09,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2014-01-09,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-01-09,"Guilty",0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,4,0,0,0,0,1,0,1,1
2014-01-09,"Guilty Plea/Nolo",0,1,1,0,3,1,0,7,0,2,0,0,0,0,0,2,0,4,1,0,0,0,1,0,0,0,22,4,0,1,1,0,0,3,10,0,0,0,0,0,0,0,1
2014-01-09,"Not Guilty/Acquittal",0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,0,0,1
2014-01-09,"Total",0,1,3,0,4,1,6,29,0,14,0,1,0,0,8,6,2,5,13,1,3,1,2,2,0,1,32,20,1,1,3,0,0,13,20,2,1,0,1,4,1,1,9
2014-01-10,"Dismissed/Withdrawn/Etc",0,0,0,0,1,0,0,4,0,1,0,1,0,0,1,3,0,2,2,0,2,1,0,1,0,1,8,7,0,0,0,0,0,0,4,0,0,0,0,2,0,1,4
2014-01-10,"Diversion",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-10,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-10,"Guilty",0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3
2014-01-10,"Guilty Plea/Nolo",0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,11,6,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1
2014-01-10,"Not Guilty/Acquittal",0,0,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-01-10,"Total",0,1,2,0,1,2,0,13,0,4,0,1,0,0,3,4,0,8,8,0,2,1,0,1,0,2,25,28,1,0,0,0,0,0,13,1,0,0,0,2,0,1,12
2014-01-11,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"Diversion",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2014-01-11,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-11,"Total",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2014-01-12,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-01-12,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-12,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-01-13,"Dismissed/Withdrawn/Etc",0,0,1,0,0,4,1,12,0,15,0,1,0,0,6,6,0,7,2,0,2,0,1,5,0,1,4,12,0,0,2,1,0,0,4,0,0,0,0,4,0,0,2
2014-01-13,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-13,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2014-01-13,"Guilty",0,1,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2
2014-01-13,"Guilty Plea/Nolo",0,2,0,0,1,0,2,4,0,5,0,0,0,2,0,5,1,3,2,0,2,0,0,1,0,1,15,8,0,4,1,0,0,1,8,1,0,0,0,3,0,0,3
2014-01-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1
2014-01-13,"Total",0,3,2,0,1,4,3,23,0,23,0,1,0,2,6,11,1,13,6,0,4,0,1,8,0,2,38,48,0,4,3,1,0,1,17,2,0,0,0,10,0,0,9
2014-01-14,"Dismissed/Withdrawn/Etc",0,0,1,0,0,1,2,7,0,2,0,2,0,0,1,5,0,2,2,0,3,0,0,2,0,1,1,6,0,0,0,0,0,9,6,0,0,0,0,2,0,0,9
2014-01-14,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
2014-01-14,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
2014-01-14,"Guilty",0,0,0,0,0,0,2,3,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,4,8,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0
2014-01-14,"Guilty Plea/Nolo",0,1,0,0,0,0,1,14,0,0,0,1,0,0,2,2,0,5,2,0,1,2,0,0,0,1,20,2,1,1,2,0,0,4,3,0,0,0,0,1,0,0,5
2014-01-14,"Not Guilty/Acquittal",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0
2014-01-14,"Total",0,1,2,1,0,1,5,24,0,3,0,4,1,0,5,7,0,10,6,0,4,4,1,3,0,2,26,27,1,2,2,0,0,13,15,8,0,0,0,6,0,0,15
2014-01-15,"Dismissed/Withdrawn/Etc",0,0,0,0,0,6,5,13,0,4,0,0,0,0,3,1,0,5,2,0,0,0,1,3,0,1,0,6,0,0,2,0,0,0,6,0,0,0,0,0,0,0,4
2014-01-15,"Diversion",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
2014-01-15,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-15,"Guilty",0,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,6,1,0,1,0,0,1,0,1,2,14,0,0,1,0,0,0,7,1,0,0,0,1,0,0,3
2014-01-15,"Guilty Plea/Nolo",0,0,3,0,0,1,5,4,0,2,0,0,0,0,1,4,3,5,1,0,2,2,1,0,1,0,10,2,0,0,4,0,0,2,2,0,0,0,0,0,0,0,5
2014-01-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-01-15,"Total",0,0,4,0,0,7,11,23,0,8,1,0,0,0,6,5,3,17,4,0,3,2,3,4,1,2,14,40,0,0,7,0,0,2,15,2,2,0,0,2,0,0,12
2014-01-16,"Dismissed/Withdrawn/Etc",0,0,1,0,0,0,3,15,0,5,0,4,0,0,4,1,0,4,5,0,4,1,1,0,0,0,8,5,0,1,1,0,0,15,2,0,0,0,1,4,0,0,6
2014-01-16,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0
2014-01-16,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014-01-16,"Guilty",0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,4,8,0,0,0,0,0,1,4,0,0,0,0,2,0,0,1
2014-01-16,"Guilty Plea/Nolo",0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,1,5,0,3,0,1,1,0,1,9,4,1,0,1,0,0,0,3,0,0,0,0,0,0,0,5
2014-01-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
2014-01-16,"Total",0,2,1,0,0,0,3,20,0,7,0,4,0,2,6,1,2,5,11,0,8,1,2,1,0,2,21,35,1,1,2,0,0,17,16,2,0,0,1,7,0,0,13
2014-01-17,"Dismissed/Withdrawn/Etc",0,0,0,2,0,2,4,6,0,5,2,0,0,0,0,2,0,9,5,0,3,1,0,4,0,1,3,9,0,0,1,0,0,0,7,0,0,0,0,0,0,0,3
2014-01-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2
2014-01-17,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-01-17,"Guilty",0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,3,2,0,0,0,0,2,1,0,5,16,2,0,0,0,0,0,5,4,0,0,0,0,0,0,3
2014-01-17,"Guilty Plea/Nolo",0,0,0,0,1,0,1,3,0,1,2,0,0,0,1,1,0,3,2,1,1,0,0,1,0,0,4,6,0,1,0,0,0,0,6,0,0,1,0,0,0,1,0
2014-01-17,"Not Guilty/Acquittal",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2
2014-01-17,"Total",0,1,0,2,1,2,7,9,0,7,5,0,0,0,2,3,0,16,9,1,5,1,0,7,1,1,14,38,2,2,1,2,0,0,24,4,0,1,0,0,0,1,11
2014-01-18,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2014-01-18,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-18,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
2014-01-19,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
2014-01-19,"Exonerated/Won on Appeal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-19,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
